Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat%(%),VSpd(m/s),Ptch(rad),Roll(rad),Yaw(rad),FM,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,SA,SB,SC,SD,SE,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
26/12/2025,12:22:54.660,-22,0,100,13,0,7,100,-19,100,13,12.1,1.5,74,83,0,-0.09,0.41,-1.6,OK,37.241868 -115.800466,0.1,163.1,0,9,0,-1024,2,2,1024,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,990,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:22:56.640,-16,0,100,13,0,7,100,-9,100,13,12.1,1.5,74,83,-1.1,-0.09,0.41,-1.6,OK,37.241868 -115.800466,0.1,163.1,0,9,-1,-1003,2,2,1024,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1001,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:22:58.640,-28,0,100,13,0,7,100,-22,100,14,12.1,1.5,74,83,-1.1,-0.09,0.41,-1.6,OK,37.241869 -115.800510,0.2,256.2,-2,9,-153,1024,2,2,1024,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,2012,1426,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:00.640,-46,0,100,12,0,7,100,-41,100,13,12.1,8.1,78,82,-1.1,-0.09,0.41,-1.6,OK,37.241869 -115.800510,0.2,256.2,-2,9,1,299,-1,2,1024,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1651,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:02.640,-54,0,98,12,0,7,100,-41,100,12,12.1,8.1,78,82,-1.1,-0.04,-0.03,1.28,ANGL,37.241869 -115.800510,0.2,256.2,-2,9,0,299,6,1,1024,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1651,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:04.640,-50,0,100,12,0,7,100,-44,100,13,12.1,8.1,78,82,0.3,-0.04,-0.03,1.28,ANGL,37.241869 -115.800510,0.2,256.2,-2,9,1,298,2,4,1024,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1651,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:06.640,-51,0,100,12,0,7,100,-43,100,12,12.1,3.9,87,82,0.3,-0.04,-0.03,1.28,ANGL,37.242032 -115.801467,51.2,70.6,5,9,1,298,-7,8,1024,1,-1,-1,-1,-1,0x0000000000000000,1503,1500,1651,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:08.640,-52,0,99,13,0,7,100,-47,100,12,12.1,3.9,87,82,0.3,-0.05,-0.01,1.13,ANGL,37.242032 -115.801467,51.2,70.6,5,9,1,298,-7,5,1024,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1651,1500,2012,988,988,988,2012,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:10.640,-53,0,98,12,0,7,100,-47,100,13,12.1,3.9,87,82,1.5,-0.05,-0.01,1.13,ANGL,37.242032 -115.801467,51.2,70.6,5,9,1,298,-215,-10,507,1,-1,-1,-1,-1,0x0000000000000000,1500,1395,1651,1500,2012,988,988,988,1753,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:12.640,-55,0,99,13,0,7,100,-50,100,13,12.1,3.9,87,82,1.5,-0.05,-0.01,1.13,ANGL,37.242374 -115.802855,51.6,63.1,15,9,1,143,-235,-385,507,1,-1,-1,-1,-1,0x0000000000000000,1315,1385,1573,1500,2012,988,988,988,1753,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:14.640,-58,0,100,12,0,7,100,-52,100,13,12.1,3.5,94,82,1.5,-0.14,-0.16,0.8,ANGL,37.242374 -115.802855,51.6,63.1,15,9,0,143,-399,-552,507,1,-1,-1,-1,-1,0x0000000000000000,1231,1302,1573,1500,2012,988,988,988,1753,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:16.640,-66,0,100,12,0,7,100,-61,100,12,12.1,3.5,94,82,1.2,-0.14,-0.16,0.8,ANGL,37.242374 -115.802855,51.6,63.1,15,9,1,143,-464,-611,507,1,-1,-1,-1,-1,0x0000000000000000,1201,1269,1573,1500,2012,988,988,988,1753,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:18.640,-67,0,100,13,0,7,100,-60,100,13,12.1,3.5,94,82,1.2,-0.14,-0.16,0.8,ANGL,37.242891 -115.803671,35.6,-305.66,26,11,1,141,-326,-594,507,1,-1,-1,-1,-1,0x0000000000000000,1210,1339,1572,1500,2012,988,988,988,1753,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:20.640,-69,0,100,12,0,7,100,-62,100,12,12.1,3.6,101,81,1.2,-0.14,-0.16,0.8,ANGL,37.242891 -115.803671,35.6,-305.66,26,11,-1,144,2,4,510,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1574,1500,2012,988,988,988,1755,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:22.640,-62,0,99,12,0,7,100,-55,100,13,12.1,3.6,101,81,1.2,-0.19,-0.41,-2.04,ANGL,37.242891 -115.803671,35.6,-305.66,26,11,0,143,-451,8,507,1,-1,-1,-1,-1,0x0000000000000000,1503,1276,1573,1500,2012,988,988,988,1753,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:24.640,-65,0,98,12,0,7,100,-63,100,12,12.1,3.6,101,81,1.3,-0.19,-0.41,-2.04,ANGL,37.242891 -115.803671,35.6,-305.66,26,11,0,141,2,4,702,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1572,1500,2012,988,988,988,1851,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:26.640,-70,0,99,12,0,7,100,-65,100,12,12.1,3.5,108,81,1.3,-0.19,-0.41,-2.04,ANGL,37.242820 -115.803019,29,209.5,29,11,0,141,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1572,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:28.640,-75,0,95,12,0,7,100,-68,100,12,12.1,3.5,108,81,1.3,-0.08,-0.03,-2.58,ANGL,37.242820 -115.803019,29,209.5,29,11,0,143,2,5,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:30.640,-76,0,98,11,0,7,100,-73,100,13,12.1,3.5,108,81,0.3,-0.08,-0.03,-2.58,ANGL,37.242820 -115.803019,29,209.5,29,11,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:32.640,-72,0,98,12,0,7,100,-72,100,12,12.1,3.5,108,81,0.3,-0.08,-0.03,-2.58,ANGL,37.242312 -115.802680,35.3,194.8,33,12,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:34.640,-82,0,96,10,0,7,100,-75,100,12,12,3.6,114,81,0.3,-0.04,0.04,-2.98,ANGL,37.242312 -115.802680,35.3,194.8,33,12,0,143,2,4,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:36.640,-71,0,99,12,0,7,100,-63,100,13,12,3.6,114,81,0.9,-0.04,0.04,-2.98,ANGL,37.242312 -115.802680,35.3,194.8,33,12,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:38.640,-72,0,98,12,0,7,100,-66,100,13,12,3.6,114,81,0.9,-0.04,0.04,-2.98,ANGL,37.241740 -115.802511,34.4,183.5,39,13,0,143,-284,551,-254,1,-1,-1,-1,-1,0x0000000000000000,1777,1360,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:40.640,-71,0,99,12,0,7,100,-67,100,13,12,3.5,121,80,0.9,-0.04,0.04,-2.98,ANGL,37.241740 -115.802511,34.4,183.5,39,13,0,143,-96,691,-254,1,-1,-1,-1,-1,0x0000000000000000,1847,1455,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:42.640,-71,0,99,12,0,7,100,-66,100,13,12,3.5,121,80,0.9,-0.12,0.39,-3.04,ANGL,37.241740 -115.802511,34.4,183.5,39,13,0,143,-77,921,-251,1,-1,-1,-1,-1,0x0000000000000000,1964,1465,1573,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:44.640,-71,0,98,12,0,7,100,-60,100,13,12,3.5,121,80,-0.2,-0.12,0.39,-3.04,ANGL,37.241740 -115.802511,34.4,183.5,39,13,0,143,-3,300,-254,1,-1,-1,-1,-1,0x0000000000000000,1650,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:46.640,-61,0,99,13,0,7,100,-55,100,13,12,3.5,127,80,-0.2,-0.12,0.39,-3.04,ANGL,37.241264 -115.802266,33.8,266.7,44,14,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:48.640,-65,0,99,13,0,7,100,-63,100,12,12,3.5,127,80,-0.2,-0.08,-0.01,-0.26,ANGL,37.241264 -115.802266,33.8,266.7,44,14,1,143,2,2,-254,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1573,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:50.640,-66,0,100,13,0,7,100,-65,100,12,12,3.5,127,80,0.3,-0.08,-0.01,-0.26,ANGL,37.241264 -115.802266,33.8,266.7,44,14,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,2012,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:52.640,-74,0,100,12,0,7,100,-60,100,12,12,3.5,127,80,0.3,-0.08,-0.01,-0.26,ANGL,37.241950 -115.801910,43,-309.16,43,13,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,2012,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:54.640,-72,0,99,12,0,7,100,-66,99,12,12,3.5,134,79,0.3,-0.03,0.15,-0.61,ANGL,37.241950 -115.801910,43,-309.16,43,13,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,2012,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:56.640,-74,0,98,12,0,7,100,-68,100,12,12,3.5,134,79,0.8,-0.03,0.15,-0.61,ANGL,37.241950 -115.801910,43,-309.16,43,13,0,143,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,2012,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:23:58.640,-76,0,99,11,0,7,100,-66,100,14,12,3.5,134,79,0.8,-0.03,0.15,-0.61,ANGL,37.242539 -115.801404,37.2,325.5,46,15,1,143,3,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1573,1500,2012,988,988,988,1373,988,1443,1443,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:00.640,-74,0,100,11,0,7,100,-67,100,13,12,3.5,140,78,0.8,-0.05,-0.12,-1.08,ANGL,37.242539 -115.801404,37.2,325.5,46,15,0,143,-3,610,-254,1,-1,-1,-1,-1,0x0000000000000000,1806,1500,1573,1500,2012,988,988,988,1373,988,1765,1765,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:02.640,-68,0,97,12,0,7,100,-63,100,13,12,3.5,140,78,0.8,-0.05,-0.12,-1.08,ANGL,37.242539 -115.801404,37.2,325.5,46,15,2,30,-134,-169,-254,1,-1,-1,-1,-1,0x0000000000000000,1424,1436,1517,1500,2012,988,988,988,1373,988,1269,1269,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:04.640,-83,0,95,9,0,7,100,-77,100,8,12,3.5,140,78,0,-0.05,-0.12,-1.08,ANGL,37.242539 -115.801404,37.2,325.5,46,15,1,5,-254,-627,-254,1,-1,-1,-1,-1,0x0000000000000000,1193,1375,1504,1500,2012,988,988,988,1373,988,1102,1102,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:06.640,-73,0,97,12,0,7,100,-67,100,12,12,3.2,147,77,0,-0.05,-0.12,-1.08,ANGL,37.242953 -115.800731,37.2,-317.36,50,16,0,5,-188,-482,-254,1,-1,-1,-1,-1,0x0000000000000000,1266,1409,1504,1500,2012,988,988,988,1373,988,1155,1155,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:08.640,-77,0,100,11,0,7,100,-71,100,12,12,3.2,147,77,0,-0.08,-0.43,-2.14,ANGL,37.242953 -115.800731,37.2,-317.36,50,16,0,5,16,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1501,1504,1500,2012,988,988,988,1373,988,1320,1320,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:10.640,-75,0,98,12,0,7,100,-67,99,12,12,3.2,147,77,0.2,-0.08,-0.43,-2.14,ANGL,37.242953 -115.800731,37.2,-317.36,50,16,0,5,1,10,-254,1,-1,-1,-1,-1,0x0000000000000000,1504,1500,1504,1500,2012,988,988,988,1373,988,1650,1650,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:12.640,-73,0,97,11,0,7,100,-64,100,12,12,3.2,147,77,0.2,-0.08,-0.43,-2.14,ANGL,37.242815 -115.800401,40.2,157.3,53,16,1,5,7,-252,-254,1,-1,-1,-1,-1,0x0000000000000000,1382,1500,1504,1500,2012,988,988,988,1373,988,1505,1505,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:14.640,-63,0,98,12,0,7,100,-53,100,12,11.9,3.1,153,77,0.2,-0.04,-0.04,2.95,ANGL,37.242815 -115.800401,40.2,157.3,53,16,0,-26,62,-523,-254,1,-1,-1,-1,-1,0x0000000000000000,1245,1524,1489,1500,2012,988,988,988,1373,988,1483,1483,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:16.640,-62,0,98,12,0,7,100,-54,100,12,11.9,3.1,153,77,-0.3,-0.04,-0.04,2.95,ANGL,37.242815 -115.800401,40.2,157.3,53,16,0,-91,12,269,-254,1,-1,-1,-1,-1,0x0000000000000000,1634,1500,1457,1500,2012,988,988,988,1373,988,1482,1482,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:18.640,-50,0,100,13,0,7,100,-48,100,12,11.9,3.1,153,77,-0.3,-0.04,-0.04,2.95,ANGL,37.242275 -115.801024,43,111.4,52,16,0,-89,-27,413,-254,1,-1,-1,-1,-1,0x0000000000000000,1707,1490,1458,1500,2012,988,988,988,1373,988,1483,1483,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:20.640,-55,0,98,13,0,7,100,-50,100,13,11.9,2.8,158,76,-0.3,-0.02,0.14,1.67,ANGL,37.242275 -115.801024,43,111.4,52,16,0,-91,0,457,-254,1,-1,-1,-1,-1,0x0000000000000000,1729,1500,1457,1500,2012,988,988,988,1373,988,1482,1482,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:22.640,-67,0,98,13,0,7,100,-61,100,14,11.9,2.8,158,76,0,-0.02,0.14,1.67,ANGL,37.242275 -115.801024,43,111.4,52,16,0,-91,2,343,-254,1,-1,-1,-1,-1,0x0000000000000000,1672,1500,1457,1500,2012,988,988,988,1373,988,1482,1482,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:24.640,-69,0,97,13,0,7,100,-64,100,12,11.9,2.8,158,76,0,-0.02,0.14,1.67,ANGL,37.242275 -115.801024,43,111.4,52,16,0,-91,3,-69,-254,1,-1,-1,-1,-1,0x0000000000000000,1475,1500,1457,1500,2012,988,988,988,1373,988,1693,1693,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:26.640,-67,0,99,13,0,7,100,-61,100,13,11.9,2.8,164,76,0,-0.02,0.14,1.67,ANGL,37.242136 -115.802163,39,122.4,54,16,0,-91,2,-97,-254,1,-1,-1,-1,-1,0x0000000000000000,1461,1500,1457,1500,2012,988,988,988,1373,988,1556,1556,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:28.640,-64,0,100,12,0,7,100,-54,100,13,11.9,2.8,164,76,0,-0.04,-0.04,2.76,ANGL,37.242136 -115.802163,39,122.4,54,16,0,-91,-5,-353,-254,1,-1,-1,-1,-1,0x0000000000000000,1331,1500,1457,1500,2012,988,988,988,1373,988,1475,1475,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:30.640,-64,0,97,13,0,7,100,-51,100,13,11.9,2.8,164,76,-0.6,-0.04,-0.04,2.76,ANGL,37.242136 -115.802163,39,122.4,54,16,0,-91,32,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1509,1457,1500,2012,988,988,988,1373,988,1476,1476,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:32.640,-64,0,99,13,0,7,100,-56,100,11,11.9,2.8,164,76,-0.6,-0.04,-0.04,2.76,ANGL,37.241694 -115.802893,39.8,121.1,52,18,0,-91,3,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1457,1500,2012,988,988,988,1373,988,1446,1446,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:34.640,-61,0,100,12,0,7,100,-56,100,12,11.9,2.9,169,75,-0.6,-0.04,0,1.79,ANGL,37.241694 -115.802893,39.8,121.1,52,18,0,-91,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1457,1500,2012,988,988,988,1373,988,1473,1473,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:36.640,-65,0,100,13,0,7,100,-59,100,12,11.9,2.9,169,75,-0.1,-0.04,0,1.79,ANGL,37.241694 -115.802893,39.8,121.1,52,18,0,-91,3,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1457,1500,2012,988,988,988,1373,988,1505,1505,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:38.640,-63,0,100,12,0,7,100,-58,100,13,11.9,2.9,169,75,-0.1,-0.04,0,1.79,ANGL,37.241547 -115.804070,41.9,84.7,52,18,0,-91,3,5,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1457,1500,2012,988,988,988,1373,988,1542,1542,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:24:40.640,-63,0,97,13,0,7,100,-54,100,12,11.9,2.8,175,75,-0.1,-0.05,0,1.15,ANGL,37.241547 -115.804070,41.9,84.7,52,18,-1,-89,5,0,-254,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1458,1500,2012,988,988,988,1373,988,1714,1714,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
